1017;ROYAL EMBASSY HOTEL;CL 24 D 43 A 05;CL 24 D 43 A 05;VAL DIR;4.633693936485527;-74.09178759531672;VAL COORD
1020;HOSTAL LA CANDELARIA BOGOT�;CL 12 F 2 38;CL 12 F 2 38;VAL DIR;4.60031366246666;-74.0681594672768;VAL COORD
1030;BLUE SUITES HOTEL;CL 93 17 48;CL 93 17 48;VAL DIR;4.677964463893625;-74.05374396580963;VAL COORD
1031;APARTAHOTEL CASABLANCA BOGOT�;CL 55 6 31;CL 55 6 31;VAL DIR;4.640937147674982;-74.06219364315758;VAL COORD
1032;HOTEL ALPICAT;KR 9 58 07;KR 9 58 07;VAL DIR;4.6447134007464665;-74.06315273569203;VAL COORD
1036;HMG SUITES 108;CL 108 16 05;CL 108 16 05;VAL DIR;4.69249033075416;-74.0468971086996;VAL COORD
1037;DESTINO NOMADA HOSTEL;CL 11 00 38;CL 11 00 38;VAL DIR;4.595056004195364;-74.0700083340735;VAL COORD
1041;HOSTAL VILLACANDELARIA;KR 3 12 D 93;KR 3 12 D 93;VAL DIR;4.60036790999615;-74.0691014114311;VAL COORD
1042;CASA HOTEL BOYAC� REAL;KR 15 44 44;KR 15 44 44;VAL DIR;4.632368372224731;-74.06860096827424;VAL COORD
1048;APARTA ESTUDIOS CAMPIN INN;KR 24 61 D 37;KR 24 61 D 37;VAL DIR;4.64907574419879;-74.0730675658821;VAL COORD
1049;USAQU�N ART SUITES;KR 5 117 07;KR 5 117 07;VAL DIR;4.693776199338249;-74.03013119681566;VAL COORD
1051;HOTEL EJECUTIVO EMBAJADOR - HOTEL EJECUTIVO EMBAJADA I;CL 24 B 44 A 22;CL 24 B 44 A 22;VAL DIR;4.634714764407492;-74.09333795493103;VAL COORD
1052;EL MARQUES DE SAN RAFAEL;KR 67 12 A 76;KR 67 12 A 76;VAL DIR;4.636411370092861;-74.11798523370115;VAL COORD
1054;BALMORAL CASA Y HOSTAL;KR 17 A 125 10;KR 17 A 125 10;VAL DIR;4.703867696768022;-74.04564191271687;VAL COORD
1055;HOLIDAY INN EXPRESS HOTEL;CL 94 11 A 12;CL 94 11 A 12;VAL DIR;4.677904126956445;-74.04711917103958;VAL COORD
1056;HOTEL EMPORIUM;KR 33 25 A 04;KR 33 25 A 04;VAL DIR;4.627990315270043;-74.08546578380785;VAL COORD
