149;22457;Harrys Restaurante;Calle 70 No 5 - 57;321 39 40 - 345 03 04;Chapinero;www.harrysasson.com;CL 70 5 57;4.65206236469689;-74.0555279605527
151;22604;Amarti;Calle 119 No 6 - 24;214 90 17 - 214 9184;Usaquen;NR;CL 119 6 24;4.695621682446425;-74.03064454254367
152;22605;7 16 Steak House;Calle 119 B No 6 - 28;213 42 71 - ;Usaquen;NR;CL 119 B 6 28;4.6962716165720675;-74.03021416163912
153;22606;Koi By Wathacushi ;Calle 119 No 6 A - 17;213 39 19 - ;Usaquen;NR;CL 119 6 A 17;4.695552663050613;-74.0312671298899
154;22607;Cafe Renault;Calle 93 B No 11A - 84 Local 101;621 15 38 - ;Chapinero;NR;CL 93 B 11 A 84;4.677317137251387;-74.04797958246132
155;22609;Wata Kushi;Carrera 12 No 83 - 17;218 07 43 - 218 05 34;Chapinero;NR;KR 12 83 17;4.667391692280948;-74.05356245901447
156;22611;Cafe Illy 87;Carrera 15 No 87 - 98;236 67 85 - ;Chapinero;www.illy.com;KR 15 87 98;4.67251942084605;-74.0539570599122
157;22612;Piazza;Calle 83 12 - 26;257 20 88 - ;Chapinero;NR;CL 83 12 26;4.66730498082306;-74.0537485516928
158;22613;Luna Restaurante;Calle 83 No 12 - 26;257 20 88 - ;Chapinero;NR;CL 83 12 26;4.66730498082306;-74.0537485516928
159;22614;Il Panino;Calle 93 A No 11 A - 26 /30;616 01 41 - ;Chapinero;NR;CL 93 A 11 A 26;4.67616252704612;-74.0479324108772
160;22667;Diner Parque de la 93;Carrera 11 A No 93B - 11;616 01 93 - ;Chapinero;NR;KR 11 A 93 B 11;4.67685256273092;-74.0473491385833
161;22668;La Hamburgueseria De La Macarena;Carrera 4 A No 27 - 27;281 12 86 - 284 88 86;Santafe;www.lahamburgueseria.com;KR 4 A 27 27;4.61412222971161;-74.0663625982815
162;22845;Restaurante Wok;Carrera 6A  117 -  02;213 44 36 - ;Usaquen;www.wok.com.co;KR 6 A 117 02;4.694402859952793;-74.03164293617034
163;23310;Hamburguesas del rodeo;Carrera 7 No 13 - 41 Interior 101;519 08 88 - ;Candelaria;www.hamburguesasdelrodeo.com;KR 7 13 41;4.60037268450802;-74.0741950141232
164;23409;Pesquera Jaramillo SUC. CHICO;Calle 93 A No 11 A - 31;257 25 28 - 256 54 94;Chapinero;www.pesquerajaramillo.com;CL 93 A 11 A 31;4.675952682515625;-74.04814388477232
165;23805;Restaurante Casa Vieja Usaquen;Carrera 6 No 117 - 35;213 32 46 - 637 48 20;Usaquen;www.casavieja.com.co;KR 6 117 35;4.69435980189405;-74.0309641678586
166;23878;La Biferia;Calle 29 Bis No 6 - 12;245 83 88 - 314 414 24 03;Santafe;labiferia.squarespace.com;CL 29 BIS 6 12;4.61590656171572;-74.0675334734314
167;23891;La Romana Carrera 7;Carrera 7 No 19 - 48;283 27 30 - ;Santafe;www.laromana.com.co;KR 7 19 48;4.60567979176066;-74.0713459298124
168;23892;Cafeteria Romana;Avenida Jimenez No  6 - 65;334 81 35 - ;Candelaria;NR;AV JIMENEZ 6 65;4.60105530329235;-74.0730488958111
169;24214;Restaurante Donde Chucho   ;Calle 84 Bis No 13 - 43;703 66 41 - ;Chapinero;NR;CL 84 BIS 13 43;4.668697220692575;-74.05451166347298
