157;470028;Santa Ines;KR 5 ESTE 29 70 SUR;KR 5 ESTE 29 70 SUR;VAL DIR;4.56167720000676;-74.0881124749608;VAL COORD
158;570029;Barranquillita;CL 69 D SUR 3 15;CL 69 D SUR 3 15;VAL DIR;4.52384396912236;-74.1205909122716;VAL COORD
159;570030;Virrey Chuniza;AC 91 SUR 3 C 34 ESTE;AC 91 SUR 3 C 34 ESTE;VAL DIR;4.50140006757026;-74.1096894008225;VAL COORD
160;570032;El Bosque;TV 7 ESTE 82 21 SUR;TV 7 ESTE 82 21 SUR;VAL DIR;4.504998723298566;-74.10158422798348;VAL COORD
161;570034;Juan Jose Rondon;CL 90 SUR 14 A 21 ESTE;CL 90 SUR 14 A 21 ESTE;VAL DIR;4.50055829450019;-74.0869189123234;VAL COORD
162;570035;Villa Rosita;CL 87 A SUR 22 58 ESTE;CL 87 A SUR 22 58 ESTE;VAL DIR;4.502290491964163;-74.08181620766695;VAL COORD
163;570036;Nutriendo Hoy Como Futuro;KR 14 ESTE 76 79 SUR;KR 14 ESTE 76 79 SUR;VAL DIR;4.513326084035445;-74.09121514578858;VAL COORD
164;570037;Semillas de Anta�o;KR 14 ESTE 76 D 33 SUR;KR 14 ESTE 76 D 33 SUR;VAL DIR;4.512192784970456;-74.09101878796461;VAL COORD
165;570039;Lorenzo Alcantuz;KR 5 B 102 A 18 SUR;KR 5 B 102 A 18 SUR;VAL DIR;4.49531361348714;-74.1149297839937;VAL COORD
166;570040;Villa Alemania;CL 111 A SUR 5 C 51 ESTE;CL 111 A SUR 5 C 51 ESTE;VAL DIR;4.490034459648103;-74.11162923009874;VAL COORD
167;670041;San Vicente Ferrer;CL 55 A SUR 33 33;CL 55 A SUR 33 33;VAL DIR;4.582545578027281;-74.14212097003339;VAL COORD
168;670042;El Carmen II;CL 47 B SUR 28 62;CL 47 B SUR 28 62;VAL DIR;4.583625423101097;-74.13065094641605;VAL COORD
169;670043;Isla del Sol;CL 66 SUR 65 A 8;CL 66 SUR 65 A 8;VAL DIR;4.588767490546317;-74.15516677834685;VAL COORD
170;670044;Santa Lucia Sur;CL 47 SUR 19 72;CL 47 SUR 19 72;VAL DIR;4.57085869777068;-74.1257854843815;VAL COORD
171;770045;Nuevo Chile;KR 71 D 56 D 24 SUR;KR 71 D 56 D 24 SUR;VAL DIR;4.60029388011839;-74.1631897860336;VAL COORD
172;770047;Bosanova;KR 87 BIS 59 C 20 SUR;KR 87 BIS 59 C 20 SUR;VAL DIR;4.621495830461029;-74.1885334323738;VAL COORD
173;770048;San Pedro;KR 87 B 66 C 8 SUR;KR 87 B 66 C 8 SUR;VAL DIR;4.621012044383556;-74.19268205112715;VAL COORD
174;770050;Potreritos;KR 88 J 78 8 SUR;KR 88 J 78 8 SUR;VAL DIR;4.62265306629429;-74.2046502513357;VAL COORD
175;770051;San Bernardino;CL 78 SUR 88 F 10;CL 78 SUR 88 F 10;VAL DIR;4.6217734586123;-74.2042306848048;VAL COORD
176;770052;Comuneros;KR 89A 49D 01 SUR;KR 89 A 49 D 01 SUR;VAL DIR;4.63345941669229;-74.1810544407513;VAL COORD
177;770053;Bosques de Maryland;CL 74 B SUR 88 A 91;CL 74 B SUR 88 A 91;VAL DIR;4.62146945021821;-74.2023797682949;VAL COORD
178;770054;San Eugenio;CL 85 A SUR 77 G 15 M1 INT 1;CL 85 A SUR 77 G 15;VAL DIR;4.611068550858046;-74.21216423026628;VAL COORD
179;770056;Brasilia;CL 51 SUR 87 D 50;CL 51 SUR 87 D 50;VAL DIR;4.628815359224683;-74.18009785461196;VAL COORD
180;870086;Villa Liliana;CL 16 B 81 G 45;CL 16 B 81 G 45;VAL DIR;4.656497152398211;-74.13647739337955;VAL COORD
181;870087;Saucedal;CL 38 A SUR 82 A 69;CL 38 A SUR 82 A 69;VAL DIR;4.63375942374803;-74.16289301746417;VAL COORD
182;870088;Perpetuo Socorro;KR 78D 47B 66 SUR;KR 78 D 47 B 66 SUR;VAL DIR;4.612215983291777;-74.16544536565061;VAL COORD
183;870089;Timiza;KR 78 A 43 37 SUR;KR 78 A 43 37 SUR;VAL DIR;4.612139809245176;-74.16196702767037;VAL COORD
184;870091;Alqueria  la Fragua;KR 68 F 37 F 20 SUR;KR 68 F 37 F 20 SUR;VAL DIR;4.604423024169932;-74.13666791075309;VAL COORD
